,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq231,0.0011972686,0.0007554268,0.0004059232,0.00019382538,9.44566e-05,5.4312593e-05,3.8294893e-05,3.142146e-05,2.8196493e-05,2.6561509e-05,2.5681475e-05,2.5185253e-05,2.4894567e-05,2.471865e-05,2.4609088e-05,2.4539133e-05,2.4493449e-05,2.4463032e-05,2.4442463e-05,2.4428316e-05,2.4418465e-05,2.4411549e-05,2.440659e-05,2.4403054e-05,2.4400446e-05,2.4398585e-05,2.4397166e-05,2.4396117e-05,2.439533e-05,3.53439e-05,0.001335067,0.013089486,0.038651668,0.13576292,0.16808355,0.13291793,0.18249317,0.09527237,0.13570163,0.09336403
Seq232,0.0029652184,0.0018709302,0.0010053313,0.0004800384,0.0002339362,0.0001345135,9.48432e-05,7.7820005e-05,6.983289e-05,6.5783606e-05,6.360412e-05,6.23751e-05,6.165523e-05,6.121954e-05,6.0948198e-05,6.0774884e-05,6.066174e-05,6.0586466e-05,6.053552e-05,6.050043e-05,6.0476086e-05,6.0458904e-05,6.044668e-05,6.0437862e-05,6.0431463e-05,6.0426795e-05,6.042328e-05,6.042069e-05,6.041873e-05,6.0417173e-05,6.041602e-05,6.0415216e-05,0.00013755719,0.0051577305,0.04165181,0.20304239,0.14174727,0.17369007,0.090298034,0.3359389
Seq233,0.0038074763,0.00240236,0.0012908909,0.000616391,0.0003003848,0.00017272141,0.00012178295,9.99245e-05,8.966867e-05,8.446921e-05,8.167057e-05,8.0092526e-05,7.91681e-05,7.860866e-05,7.8260244e-05,7.803777e-05,7.789249e-05,7.7795754e-05,7.773034e-05,7.768536e-05,7.7654026e-05,7.7632045e-05,7.761627e-05,7.760502e-05,7.759673e-05,7.759081e-05,7.75863e-05,7.758297e-05,7.758045e-05,7.757846e-05,7.75769e-05,7.757587e-05,7.757498e-05,7.757424e-05,7.757365e-05,0.0031295023,0.022853564,0.24296992,0.28571185,0.4343983
Seq234,0.0013740849,0.00086699065,0.00046587118,0.00022245011,0.00010840629,6.2333645e-05,4.3950397e-05,3.6061843e-05,3.2360604e-05,3.0484165e-05,2.9474222e-05,2.8904691e-05,2.85711e-05,2.8369206e-05,2.8243463e-05,2.816315e-05,2.8110717e-05,2.8075834e-05,2.8052202e-05,2.8035967e-05,2.8024659e-05,2.801672e-05,2.8011058e-05,2.8006945e-05,2.8004008e-05,2.8001816e-05,2.8000217e-05,2.7998987e-05,2.799808e-05,2.7997385e-05,3.1665284e-05,0.0025680726,0.012331415,0.03409797,0.024300281,0.041128848,0.013564667,0.36959106,0.066585585,0.43199337
Seq235,0.00079237105,0.00049995334,0.0002686465,0.00012827673,6.251286e-05,3.5944944e-05,2.5344172e-05,2.0795205e-05,1.8660872e-05,1.7578817e-05,1.699641e-05,1.666799e-05,1.6475622e-05,1.63592e-05,1.6286689e-05,1.6240376e-05,1.621014e-05,1.6190026e-05,1.6176413e-05,1.6167036e-05,1.6160531e-05,1.6155938e-05,1.6152673e-05,1.6150316e-05,1.6148606e-05,1.6147358e-05,1.614642e-05,2.4338178e-05,0.0017713108,0.004955495,0.11426141,0.07140541,0.059102975,0.13249077,0.043166116,0.13336515,0.09514581,0.07812674,0.14483777,0.11919973
Seq236,0.0017791725,0.0011225842,0.0006032125,0.0002880296,0.00014036498,8.070994e-05,5.690721e-05,4.669311e-05,4.1900723e-05,3.9471102e-05,3.8163344e-05,3.7425947e-05,3.699398e-05,3.6732563e-05,3.6569752e-05,3.6465797e-05,3.6397905e-05,3.6352703e-05,3.632214e-05,3.630112e-05,3.6286478e-05,3.62762e-05,3.6268833e-05,3.6263576e-05,3.6259702e-05,3.6256937e-05,3.625483e-05,3.6253274e-05,3.62521e-05,3.6251164e-05,3.625044e-05,9.403168e-05,0.00069595495,0.003209806,0.023925558,0.026537985,0.18825476,0.1609899,0.2292635,0.36206287
Seq237,0.0014266904,0.0009001826,0.00048370683,0.0002309665,0.00011255646,6.472006e-05,4.563302e-05,3.7442456e-05,3.3599517e-05,3.165124e-05,3.0602598e-05,3.0011292e-05,2.9664901e-05,2.945528e-05,2.9324723e-05,2.9241362e-05,2.9186922e-05,2.9150673e-05,2.9126137e-05,2.910931e-05,2.9097542e-05,2.9089328e-05,2.908342e-05,2.9079176e-05,2.90761e-05,2.9073852e-05,2.9072187e-05,2.9070916e-05,2.9069972e-05,6.67764e-05,0.0058643855,0.006031411,0.066361584,0.1803436,0.05701019,0.0795657,0.056932658,0.120805636,0.23575959,0.1873348
Seq238,0.0009042654,0.00057055405,0.00030658324,0.00014639128,7.134058e-05,4.1020896e-05,2.8923138e-05,2.3731789e-05,2.1296059e-05,2.0061201e-05,1.9396552e-05,1.9021749e-05,1.880222e-05,1.8669354e-05,1.8586607e-05,1.8533752e-05,1.8499248e-05,1.8476292e-05,1.8460756e-05,1.8450057e-05,1.8442632e-05,1.8437393e-05,1.8433664e-05,1.8430976e-05,1.8429024e-05,1.8427601e-05,1.8426528e-05,1.8425739e-05,1.842514e-05,1.8424666e-05,0.0021801537,0.010901447,0.0066708503,0.20685492,0.012364801,0.09061669,0.30140343,0.17616338,0.070001416,0.120337546
Seq239,0.00082005706,0.00051742204,0.000278033,0.00013275874,6.4697095e-05,3.7200865e-05,2.62297e-05,2.1521812e-05,1.9312902e-05,1.8193039e-05,1.7590268e-05,1.7250386e-05,1.7051283e-05,1.6930791e-05,1.6855749e-05,1.6807833e-05,1.6776541e-05,1.6755706e-05,1.6741618e-05,1.6731929e-05,1.672518e-05,1.6720445e-05,1.671705e-05,1.6714625e-05,1.6712842e-05,1.6711565e-05,1.6710594e-05,1.6709875e-05,1.6709335e-05,0.00039531387,0.0032149993,0.026501793,0.06995895,0.07972749,0.119650334,0.113346905,0.18806028,0.1540453,0.13959482,0.10324848
Seq240,0.006664561,0.004205062,0.0022595597,0.0010789235,0.0005257899,0.0003023295,0.00021316743,0.00017490657,0.00015695496,0.00014785389,0.00014295519,0.000140193,0.00013857489,0.00013759566,0.0001369858,0.00013659638,0.00013634207,0.00013617276,0.00013605827,0.00013597953,0.0001359247,0.00013588619,0.0001358586,0.0001358389,0.00013582439,0.00013581403,0.00013580613,0.00013580029,0.0001357959,0.00013579239,0.00013578968,0.00013578786,0.00013578632,0.00013578501,0.00013578398,0.0017906461,0.025201311,0.19042476,0.2564106,0.5070288
Seq241,0.0021510145,0.0013572011,0.0007292826,0.00034822716,0.00016970087,9.757814e-05,6.88007e-05,5.6451816e-05,5.0657836e-05,4.7720427e-05,4.61394e-05,4.524789e-05,4.472564e-05,4.440959e-05,4.421275e-05,4.4087068e-05,4.4004988e-05,4.395034e-05,4.3913344e-05,4.3887972e-05,4.387023e-05,4.385785e-05,4.3848944e-05,4.3842545e-05,4.3837903e-05,4.3834516e-05,4.383201e-05,4.3830085e-05,4.3828666e-05,4.382758e-05,4.38267e-05,4.3826072e-05,4.3825574e-05,0.0009327596,0.0061256154,0.08531616,0.16784623,0.26400152,0.17853162,0.29115498
Seq242,0.004269311,0.0026937586,0.0014474717,0.00069115724,0.0003368205,0.00019367196,0.00013655482,0.000112045025,0.000100545185,9.471505e-05,9.157695e-05,8.9807494e-05,8.877094e-05,8.8143635e-05,8.775295e-05,8.7503504e-05,8.7340595e-05,8.7232125e-05,8.715878e-05,8.710835e-05,8.707321e-05,8.704855e-05,8.703087e-05,8.7018256e-05,8.7008964e-05,8.700232e-05,8.6997265e-05,8.699353e-05,8.699071e-05,8.698847e-05,8.698673e-05,8.6985565e-05,8.698457e-05,8.698374e-05,0.003933265,0.00526998,0.043904852,0.05815792,0.4317223,0.4448351
Seq243,0.0061277603,0.0038663629,0.0020775623,0.0009920209,0.00048343992,0.00027797822,0.00019599774,0.00016081861,0.00014431287,0.00013594484,0.00013144084,0.00012890101,0.00012741335,0.00012651301,0.00012595225,0.0001255941,0.00012536027,0.00012520471,0.00012509932,0.00012502691,0.0001249765,0.0001249411,0.00012491584,0.00012489762,0.0001248844,0.00012487476,0.00012486748,0.00012486214,0.00012485808,0.00012485487,0.00012485248,0.0001248507,0.00012484926,0.00012484808,0.00012484712,0.0011836521,0.01689805,0.2816962,0.45949814,0.2231221
Seq244,0.0016115494,0.0010168209,0.0005463814,0.00026089314,0.00012714062,7.3105926e-05,5.154575e-05,4.2293923e-05,3.795305e-05,3.575233e-05,3.456785e-05,3.3899894e-05,3.3508655e-05,3.327187e-05,3.3124394e-05,3.3030203e-05,3.296871e-05,3.2927797e-05,3.2900083e-05,3.2881042e-05,3.2867778e-05,3.2858472e-05,3.285183e-05,3.2847e-05,3.284356e-05,3.284099e-05,3.283911e-05,3.283767e-05,3.2836608e-05,3.2835793e-05,3.2835163e-05,8.517249e-05,0.009279465,0.022200834,0.029326243,0.046798926,0.12606035,0.35774028,0.26549023,0.13852067
Seq245,0.0061599086,0.0038866475,0.002088463,0.000997226,0.0004859762,0.00027943673,0.00019702611,0.00016166233,0.00014507,0.00013665807,0.00013213044,0.0001295774,0.00012808183,0.00012717674,0.00012661306,0.00012625313,0.00012601807,0.00012586158,0.00012575564,0.00012568299,0.00012563217,0.0001255967,0.0001255712,0.00012555288,0.00012553959,0.00012552988,0.00012552271,0.0001255172,0.00012551314,0.00012551002,0.0001255075,0.0001255057,0.00012550427,0.00012550308,0.00012550212,0.00023047495,0.011435433,0.0373364,0.499313,0.43399054
Seq246,0.00061218743,0.0003862649,0.00020755678,9.910685e-05,4.8297552e-05,2.777113e-05,1.9580955e-05,1.6066415e-05,1.4417424e-05,1.3581427e-05,1.3131458e-05,1.287772e-05,1.2729097e-05,1.2639148e-05,1.2583126e-05,1.2547345e-05,1.2523985e-05,1.2508443e-05,1.2497927e-05,1.2490682e-05,1.2485656e-05,1.2482109e-05,1.2479584e-05,4.267914e-05,0.001092337,0.014252828,0.09087188,0.034658916,0.025057225,0.110837765,0.14230622,0.0858139,0.06959861,0.08252224,0.04682068,0.08362772,0.03052584,0.021932209,0.1186611,0.03976901
Seq247,0.0060622515,0.0038250298,0.0020553523,0.0009814157,0.0004782717,0.00027500646,0.00019390242,0.00015909939,0.0001427701,0.00013449154,0.00013003568,0.00012752299,0.00012605125,0.00012516053,0.00012460577,0.00012425144,0.00012402011,0.00012386621,0.00012376194,0.00012369032,0.00012364044,0.00012360542,0.00012358044,0.00012356241,0.00012354933,0.00012353978,0.00012353259,0.0001235273,0.00012352328,0.0001235201,0.00012351775,0.00012351599,0.00017451118,0.0037229904,0.043187838,0.028768258,0.067706905,0.21136084,0.28468427,0.34335122
Seq248,0.01748945,0.011035119,0.005929642,0.0028313608,0.0013798017,0.00079338707,0.0005594038,0.00045899767,0.0004118881,0.00038800464,0.00037514963,0.00036790094,0.00036365466,0.0003610849,0.00035948446,0.00035846254,0.0003577952,0.00035735086,0.0003570504,0.00035684378,0.00035669986,0.00035659884,0.00035652638,0.00035647437,0.00035643665,0.00035640915,0.00035638871,0.0003563731,0.00035636153,0.00035635268,0.00035634555,0.00035634078,0.0003563364,0.00035633298,0.00035633027,0.004831634,0.05287239,0.32458943,0.42769322,0.13977514
Seq249,0.0031766447,0.0020043314,0.0010770136,0.00051426614,0.00025061634,0.0001441046,0.000101605714,8.3368745e-05,7.481212e-05,7.047412e-05,6.813924e-05,6.682264e-05,6.6051376e-05,6.558463e-05,6.5293934e-05,6.5108325e-05,6.498711e-05,6.490641e-05,6.4851774e-05,6.48143e-05,6.47881e-05,6.476981e-05,6.4756656e-05,6.474721e-05,6.474036e-05,6.473536e-05,6.473165e-05,6.472881e-05,6.472671e-05,6.472511e-05,6.472381e-05,6.472288e-05,6.4722146e-05,9.555986e-05,0.0024266157,0.030225541,0.19550978,0.30094406,0.299851,0.16195205
Seq250,0.0009581241,0.0006045367,0.0003248436,0.00015511045,7.5589676e-05,4.3464126e-05,3.064582e-05,2.5145271e-05,2.2564465e-05,2.125606e-05,2.0551823e-05,2.0154699e-05,1.9922094e-05,1.9781315e-05,1.9693638e-05,1.9637637e-05,1.9601077e-05,1.9576752e-05,1.9560293e-05,1.9548954e-05,1.9541088e-05,1.9535537e-05,1.9531588e-05,1.9528738e-05,1.952667e-05,1.9525161e-05,1.9524026e-05,1.9523188e-05,4.8439902e-05,0.0005943035,0.008247159,0.079055466,0.058596343,0.10038187,0.13757452,0.16442323,0.15504524,0.07019883,0.106261715,0.11695736
Seq251,0.0028805058,0.0018174797,0.0009766102,0.00046632424,0.00022725291,0.0001306706,9.213363e-05,7.559678e-05,6.783784e-05,6.390425e-05,6.178703e-05,6.0593116e-05,5.989381e-05,5.947057e-05,5.9206977e-05,5.903862e-05,5.8928705e-05,5.885557e-05,5.880609e-05,5.8772002e-05,5.8748356e-05,5.873166e-05,5.871979e-05,5.8711223e-05,5.870501e-05,5.8700472e-05,5.869706e-05,5.869454e-05,5.8692633e-05,5.869112e-05,5.8690006e-05,5.868922e-05,5.868849e-05,5.8687932e-05,0.0012656681,0.025286904,0.17693599,0.16393118,0.26642153,0.35794327
Seq252,0.001518439,0.00095807214,0.0005148132,0.00024581957,0.00011979482,6.8882095e-05,4.85676e-05,3.985031e-05,3.576024e-05,3.3686672e-05,3.257063e-05,3.1941265e-05,3.1572632e-05,3.1349522e-05,3.121057e-05,3.112182e-05,3.1063882e-05,3.1025334e-05,3.0999217e-05,3.098128e-05,3.0968782e-05,3.096001e-05,3.0953754e-05,3.0949206e-05,3.094596e-05,3.094354e-05,3.094177e-05,3.0940417e-05,3.093941e-05,3.093864e-05,3.3950946e-05,0.002150969,0.01187641,0.014020801,0.034387797,0.07340773,0.12324555,0.34752893,0.25294456,0.13619635
Seq253,0.005479983,0.0034576424,0.0018579402,0.000887153,0.00043233455,0.00024859273,0.00017527852,0.00014381818,0.00012905728,0.00012157387,0.00011754599,0.00011527465,0.000113944254,0.00011313908,0.0001126376,0.000112317306,0.000112108195,0.00011196908,0.00011187494,0.00011181009,0.0001117651,0.000111733345,0.00011171075,0.00011169446,0.00011168263,0.000111674,0.00011166752,0.000111662725,0.000111659094,0.00011165623,0.000111654095,0.000111652604,0.000111651214,0.00011165016,0.0010821923,0.012207406,0.042588484,0.13108021,0.35947403,0.43793818
Seq254,0.0048431805,0.0030558466,0.0016420371,0.00078406086,0.00038209502,0.00021970485,0.00015491017,0.00012710583,0.0001140602,0.000107446394,0.00010388649,0.00010187917,0.00010070329,9.999168e-05,9.954848e-05,9.92655e-05,9.9080695e-05,9.8957644e-05,9.8874436e-05,9.8817225e-05,9.877737e-05,9.87494e-05,9.872934e-05,9.871503e-05,9.8704484e-05,9.869695e-05,9.8691205e-05,9.868697e-05,9.868378e-05,9.868124e-05,9.867926e-05,9.867794e-05,9.8676814e-05,9.867587e-05,0.00091748865,0.028443746,0.10525406,0.38267672,0.27812296,0.19077176
Seq255,0.0055240365,0.0034854382,0.0018728751,0.0008942843,0.00043581004,0.000250591,0.00017668748,0.00014497433,0.00013009476,0.00012255118,0.00011849092,0.00011620133,0.00011486024,0.00011404859,0.00011354309,0.000113220216,0.000113009424,0.00011286919,0.00011277418,0.00011270892,0.00011266346,0.00011263155,0.00011260878,0.00011259236,0.000112580434,0.00011257174,0.00011256518,0.00011256036,0.00011255671,0.00011255381,0.000112551665,0.00011255005,0.00011254877,0.00034862975,0.008052565,0.02702335,0.3857635,0.10562462,0.25286612,0.20467864
Seq256,0.0005437184,0.0003430638,0.00018434286,8.802238e-05,4.2895816e-05,2.4665105e-05,1.7390948e-05,1.4269488e-05,1.2804927e-05,1.206243e-05,1.16628e-05,1.1437438e-05,1.1305438e-05,1.122555e-05,1.11757945e-05,1.1144015e-05,1.11232675e-05,1.1109464e-05,1.1100113e-05,1.1093689e-05,1.7070866e-05,0.0014274906,0.0086602885,0.011051415,0.0138483625,0.00525025,0.014376401,0.04566284,0.07168891,0.057852834,0.017384663,0.023148421,0.04247288,0.062377676,0.18136993,0.10691365,0.09591788,0.10288465,0.088603094,0.047695693
Seq257,0.0016240582,0.0010247135,0.0005506224,0.0002629182,0.00012812743,7.367338e-05,5.194585e-05,4.262225e-05,3.824768e-05,3.602988e-05,3.4836135e-05,3.416303e-05,3.376872e-05,3.3530094e-05,3.338148e-05,3.3286586e-05,3.3224616e-05,3.3183354e-05,3.3155455e-05,3.3136264e-05,3.3122902e-05,3.3113523e-05,3.3106793e-05,3.3101995e-05,3.309846e-05,3.3095934e-05,3.3094013e-05,3.309259e-05,3.3091517e-05,3.3090666e-05,3.3090004e-05,3.308956e-05,0.00043434495,0.009681155,0.026549444,0.069188654,0.16357785,0.17210531,0.15589525,0.39800212
Seq258,0.0072560143,0.004578245,0.002460088,0.0011746741,0.00057245174,0.0003291602,0.00023208528,0.00019042884,0.00017088401,0.00016097525,0.00015564197,0.00015263456,0.00015087295,0.0001498068,0.0001491428,0.00014871877,0.00014844189,0.00014825762,0.0001481329,0.00014804717,0.00014798746,0.00014794555,0.00014791556,0.000147894,0.00014787834,0.00014786691,0.00014785839,0.00014785197,0.00014784717,0.00014784344,0.00014784055,0.00014783851,0.00014783675,0.00014783534,0.0029565205,0.068123706,0.17090574,0.18891409,0.22294569,0.3254593
Seq259,0.013112588,0.0082735,0.0044457056,0.0021227922,0.0010344967,0.00059483614,0.00041940893,0.00034413036,0.00030881024,0.0002909038,0.00028126582,0.0002758309,0.00027264756,0.00027072092,0.00026952097,0.00026875455,0.0002682542,0.00026792134,0.0002676958,0.0002675409,0.000267433,0.00026735725,0.0002673032,0.0002672642,0.0002672359,0.00026721525,0.00026719974,0.00026718827,0.0002671796,0.0002671727,0.00026716763,0.0002671638,0.00026716074,0.00026715818,0.00026715614,0.001200249,0.010065147,0.08943075,0.26534283,0.59629536
Seq260,0.022280127,0.014057837,0.007553878,0.0036069218,0.0017577544,0.0010107101,0.00071263465,0.0005847255,0.0005247117,0.0004942861,0.0004779099,0.0004686757,0.00046326625,0.0004599926,0.00045795375,0.00045665193,0.00045580178,0.0004552357,0.00045485297,0.00045458975,0.0004544064,0.0004542777,0.00045418544,0.00045411917,0.0004540711,0.00045403602,0.00045401006,0.00045399013,0.0004539754,0.00045396414,0.00045395506,0.000453949,0.00045394336,0.00045393905,0.00045393556,0.0020705897,0.040802594,0.27039787,0.12440588,0.49832377
Seq261,0.00063063274,0.00039790312,0.00021381049,0.000102092956,4.9752765e-05,2.8607878e-05,2.0170934e-05,1.6550497e-05,1.4851824e-05,1.3990636e-05,1.3527112e-05,1.326574e-05,1.3112627e-05,1.3019967e-05,1.2962258e-05,1.2925411e-05,1.2901347e-05,1.2885325e-05,1.287448e-05,1.2867041e-05,1.2861839e-05,0.001496123,0.0025100547,0.0041883215,0.016434057,0.01780582,0.06224763,0.118089475,0.012346742,0.030065153,0.08220457,0.095028885,0.15904686,0.13166077,0.08432958,0.027543837,0.015533831,0.06084714,0.04534383,0.031645752
Seq262,0.0038180419,0.0024090265,0.001294473,0.00061810145,0.00030121833,0.00017320071,0.00012212088,0.00010020178,8.9917485e-05,8.4703606e-05,8.1897204e-05,8.031477e-05,7.9387784e-05,7.88268e-05,7.847741e-05,7.825432e-05,7.8108635e-05,7.801163e-05,7.794604e-05,7.7900935e-05,7.786951e-05,7.784746e-05,7.7831646e-05,7.782037e-05,7.781205e-05,7.7806115e-05,7.780159e-05,7.779825e-05,7.779573e-05,7.7793724e-05,7.7792174e-05,7.779113e-05,7.779024e-05,7.77895e-05,0.00081868115,0.010481425,0.09932353,0.17213425,0.33323124,0.3731214
Seq263,0.0027169068,0.0017142557,0.0009211434,0.0004398393,0.00021434603,0.00012324915,8.690089e-05,7.130324e-05,6.398498e-05,6.027479e-05,5.8277823e-05,5.715172e-05,5.6492132e-05,5.6092933e-05,5.5844306e-05,5.568551e-05,5.5581837e-05,5.551286e-05,5.5466186e-05,5.5434037e-05,5.541173e-05,5.5395987e-05,5.5384786e-05,5.5376706e-05,5.5370845e-05,5.5366567e-05,5.5363347e-05,5.536097e-05,5.5359174e-05,5.5357752e-05,5.5356693e-05,5.5355955e-05,0.0010935438,0.015140958,0.041204903,0.036656886,0.19136544,0.117823735,0.5166676,0.07240869
Seq264,0.001385016,0.00087388774,0.00046957732,0.00022421975,0.00010926858,6.2829524e-05,4.4300035e-05,3.634876e-05,3.261807e-05,3.0726704e-05,2.9708666e-05,2.9134633e-05,2.8798364e-05,2.859486e-05,2.8468117e-05,2.8387192e-05,2.8334343e-05,2.8299155e-05,2.827536e-05,2.8258999e-05,2.8247601e-05,2.8239601e-05,2.8233866e-05,2.8229775e-05,2.8226757e-05,2.8224604e-05,2.8222963e-05,2.8221752e-05,2.8220835e-05,2.8220109e-05,0.00032016772,0.007577058,0.019232038,0.007527071,0.043694735,0.10262642,0.3286801,0.16023807,0.18119745,0.14506955
Seq265,0.008449992,0.0053315954,0.0028648945,0.0013679664,0.0006666484,0.00038332338,0.00027027482,0.00022176382,0.0001990029,0.00018746368,0.00018125279,0.0001777506,0.00017569901,0.00017445745,0.0001736842,0.00017319046,0.00017286802,0.00017265335,0.0001725082,0.00017240836,0.00017233883,0.00017229002,0.00017225502,0.00017222989,0.00017221164,0.00017219834,0.0001721885,0.00017218094,0.00017217537,0.0001721711,0.00017216765,0.00017216534,0.0001721632,0.00017216157,0.007322067,0.022363205,0.045770526,0.34447744,0.50210124,0.053865235
Seq266,0.0013048194,0.000823287,0.00044238736,0.00021123675,0.000102941645,5.91915e-05,4.173493e-05,3.4244054e-05,3.072939e-05,2.8947537e-05,2.7988446e-05,2.7447652e-05,2.713085e-05,2.6939131e-05,2.681973e-05,2.6743488e-05,2.6693699e-05,2.666055e-05,2.6638134e-05,2.6622716e-05,2.661198e-05,2.6604444e-05,2.659904e-05,2.6595184e-05,2.6592343e-05,2.6590315e-05,2.6588768e-05,2.6587628e-05,2.6586766e-05,2.658608e-05,2.6585549e-05,0.0007010771,0.015422168,0.072089374,0.11111504,0.11676789,0.056224626,0.11356849,0.22729832,0.28317127
Seq267,0.0028327655,0.0017873576,0.00096042384,0.0004585954,0.00022348651,0.00012850486,9.0606605e-05,7.4343836e-05,6.671349e-05,6.2845094e-05,6.0763028e-05,5.95889e-05,5.8901183e-05,5.8484966e-05,5.8225734e-05,5.8060163e-05,5.7952075e-05,5.7880156e-05,5.783144e-05,5.779797e-05,5.7774658e-05,5.7758294e-05,5.774662e-05,5.773814e-05,5.7732082e-05,5.7727568e-05,5.7724264e-05,5.7721732e-05,5.7719863e-05,5.771843e-05,5.771733e-05,5.7716505e-05,0.0003887873,0.013718211,0.1373038,0.13032399,0.07205458,0.26665112,0.13399912,0.23759648
Seq268,0.0026236293,0.0016554015,0.00088951807,0.00042473842,0.00020698705,0.00011901767,8.3917344e-05,6.885528e-05,6.178826e-05,5.8205453e-05,5.627699e-05,5.5189597e-05,5.45526e-05,5.416711e-05,5.3927022e-05,5.3773725e-05,5.367361e-05,5.3606956e-05,5.3561886e-05,5.3530886e-05,5.35093e-05,5.3494143e-05,5.348328e-05,5.3475527e-05,5.3469816e-05,5.3465737e-05,5.3462627e-05,5.346033e-05,5.3458596e-05,5.345722e-05,5.345615e-05,7.845512e-05,0.004294624,0.030290382,0.19595157,0.10937449,0.047886733,0.13854897,0.28273088,0.1835214
Seq269,0.0016603014,0.0010475813,0.00056291034,0.00026878557,0.00013098682,7.53175e-05,5.310509e-05,4.3573422e-05,3.9101225e-05,3.683393e-05,3.561355e-05,3.4925422e-05,3.4522312e-05,3.4278364e-05,3.4126428e-05,3.4029417e-05,3.3966066e-05,3.3923883e-05,3.389536e-05,3.3875745e-05,3.3862085e-05,3.3852495e-05,3.3845616e-05,3.384071e-05,3.3837096e-05,3.3834516e-05,3.3832548e-05,3.3831097e-05,3.3829998e-05,3.382913e-05,3.3828448e-05,4.9946982e-05,0.0012395146,0.006597763,0.044380903,0.053900447,0.17047253,0.116321675,0.24382772,0.35857567
Seq270,0.0002333666,0.00014724466,7.9120895e-05,3.7779657e-05,1.8411087e-05,1.058639e-05,7.4642844e-06,6.124537e-06,5.4959405e-06,5.1772563e-06,5.0057283e-06,4.909007e-06,4.852348e-06,4.8180586e-06,0.00030067159,0.0020656856,0.005861221,0.010641218,0.0033579883,0.0025793407,0.000735637,0.0009529342,0.0017045386,0.0127889905,0.0039778478,0.03821683,0.016867744,0.023712052,0.02446809,0.027405025,0.02971198,0.0704804,0.11841404,0.04216258,0.2324485,0.085773654,0.14028141,0.027363893,0.028410995,0.048746347
Seq271,0.00058620353,0.00036987016,0.00019874716,9.490033e-05,4.6247595e-05,2.6592405e-05,1.8749855e-05,1.5384487e-05,1.3805487e-05,1.3004972e-05,1.2574103e-05,1.2331145e-05,1.218882e-05,1.2102688e-05,1.2049044e-05,1.2014793e-05,1.1992424e-05,1.1977531e-05,1.1967449e-05,1.1960536e-05,1.19557e-05,1.1952326e-05,1.1949898e-05,1.1948155e-05,0.00012513835,0.0033976869,0.009042549,0.054040495,0.05622053,0.064931825,0.040175725,0.09750456,0.042643964,0.06904143,0.13432468,0.11797603,0.04356127,0.0598186,0.09523085,0.11041216
Seq272,0.0006223727,0.00039269144,0.0002110099,0.0001007557,4.910113e-05,2.8233162e-05,1.9906725e-05,1.6333712e-05,1.4657289e-05,1.3807382e-05,1.3349941e-05,1.3091979e-05,1.29408845e-05,1.28494385e-05,1.2792486e-05,1.2756109e-05,1.273236e-05,1.27165595e-05,1.2705856e-05,1.2698503e-05,1.2693382e-05,1.2689787e-05,1.2687222e-05,1.2685358e-05,1.2684027e-05,1.26830355e-05,1.2682311e-05,1.2681754e-05,1.2681342e-05,0.00052889093,0.0042814477,0.016328467,0.0060037486,0.04048796,0.059565388,0.21298346,0.12443485,0.10449884,0.2896992,0.13947603
Seq273,0.0009465129,0.0005972105,0.00032090675,0.00015323063,7.46736e-05,4.2937376e-05,3.0274417e-05,2.4840558e-05,2.2291026e-05,2.0998476e-05,2.0302752e-05,1.991046e-05,1.9680654e-05,1.9541583e-05,1.9454968e-05,1.9399662e-05,1.9363548e-05,1.9339497e-05,1.9323239e-05,1.9312056e-05,1.9304267e-05,1.92988e-05,1.9294881e-05,1.9292083e-05,1.9290022e-05,1.928855e-05,1.928743e-05,1.9286601e-05,1.9285977e-05,1.928548e-05,3.3038923e-05,0.00073601614,0.0054372433,0.036542997,0.16810937,0.10121299,0.10716697,0.31020954,0.2019607,0.06596867
Seq274,0.0013107756,0.0008270451,0.00044440676,0.000212201,0.000103411556,5.9461705e-05,4.192544e-05,3.4400342e-05,3.086963e-05,2.9079647e-05,2.8116234e-05,2.7572942e-05,2.7254724e-05,2.706213e-05,2.694218e-05,2.6865568e-05,2.681555e-05,2.6782274e-05,2.6759732e-05,2.6744243e-05,2.6733458e-05,2.6725886e-05,2.6720485e-05,2.6716561e-05,2.6713758e-05,2.6711668e-05,2.671014e-05,2.6708967e-05,2.6708103e-05,7.160654e-05,0.00064087525,0.0056614396,0.038223613,0.11267278,0.12533522,0.059963685,0.18340656,0.14983197,0.18126747,0.13931987
Seq275,0.012146016,0.007663633,0.0041179983,0.0019663144,0.00095824053,0.0005509888,0.00038849295,0.00031876337,0.00028604685,0.00026946035,0.00026053283,0.00025549866,0.00025254983,0.0002507652,0.0002496537,0.0002489439,0.00024848044,0.00024817197,0.00024796318,0.0002478197,0.00024771976,0.0002476496,0.0002475994,0.0002475633,0.0002475371,0.00024751795,0.0002475037,0.00024749295,0.00024748492,0.00024747866,0.00024747383,0.0002474704,0.00024746745,0.0002474651,0.00024746318,0.0037365367,0.017747791,0.21599653,0.35703492,0.37059495
