,Length,R3,R2,R1
Seq780,16.0,0.3357456922531128,0.3113897740840912,0.3528645634651184
Seq781,42.0,0.27973875403404236,0.3059442341327667,0.4143170118331909
Seq782,19.0,0.2839939296245575,0.42222872376441956,0.29377734661102295
Seq783,67.0,0.25831693410873413,0.3693763315677643,0.3723066747188568
Seq784,69.0,0.20672369003295898,0.32388195395469666,0.4693944454193115
Seq785,14.0,0.3534733057022095,0.2575879693031311,0.38893869519233704
Seq786,25.0,0.41194790601730347,0.26482829451560974,0.3232237994670868
Seq787,23.0,0.29898950457572937,0.37967827916145325,0.3213322162628174
Seq788,43.0,0.23113420605659485,0.4575774371623993,0.31128832697868347
Seq789,21.0,0.4678615629673004,0.2698937654495239,0.26224473118782043
Seq790,20.0,0.447829931974411,0.317518025636673,0.23465204238891602
Seq791,26.0,0.030465928837656975,0.2717711925506592,0.6977629065513611
Seq792,48.0,0.14708591997623444,0.34796005487442017,0.5049539804458618
Seq793,34.0,0.26367732882499695,0.4534149467945099,0.28290772438049316
Seq794,23.0,0.48797667026519775,0.17863881587982178,0.3333844542503357
Seq795,37.0,0.14136157929897308,0.3189268410205841,0.5397115349769592
Seq796,38.0,0.1627214252948761,0.3168325424194336,0.5204460024833679
Seq797,30.0,0.3074391484260559,0.2465514987707138,0.44600939750671387
Seq798,22.0,0.42599013447761536,0.23234163224697113,0.34166818857192993
Seq799,24.0,0.13810279965400696,0.37022706866264343,0.4916701018810272
Seq800,14.0,0.33126118779182434,0.2773858606815338,0.39135295152664185
Seq801,13.0,0.4901290237903595,0.2629430294036865,0.24692803621292114
Seq802,28.0,0.4128677546977997,0.21617506444454193,0.37095722556114197
Seq803,18.0,0.39853808283805847,0.36411961913108826,0.23734240233898163
Seq804,18.0,0.34061652421951294,0.45364636182785034,0.2057371288537979
Seq805,53.0,0.3204349875450134,0.2766992151737213,0.40286579728126526
Seq806,122.0,0.013183300383388996,0.4084942936897278,0.5783224105834961
Seq807,114.0,0.04816257208585739,0.48842763900756836,0.4634096920490265
Seq808,23.0,0.32938694953918457,0.2800966203212738,0.39051640033721924
Seq809,12.0,0.32675406336784363,0.37407830357551575,0.299167662858963
Seq810,29.0,0.4779604971408844,0.2836292088031769,0.23841038346290588
Seq811,29.0,0.44440197944641113,0.17807017266750336,0.3775278925895691
Seq812,18.0,0.4719124436378479,0.20926859974861145,0.3188188970088959
Seq813,15.0,0.4216262996196747,0.2620576024055481,0.31631603837013245
Seq814,56.0,0.26336073875427246,0.325551837682724,0.41108742356300354
Seq815,40.0,0.16598376631736755,0.43225622177124023,0.4017599821090698
Seq816,21.0,0.35168230533599854,0.3797738552093506,0.2685438394546509
Seq817,37.0,0.08693075180053711,0.32051268219947815,0.5925565361976624
Seq818,41.0,0.17028436064720154,0.28620854020118713,0.5435070991516113
Seq819,24.0,0.5219588279724121,0.20253752171993256,0.27550366520881653
Seq820,30.0,0.19081123173236847,0.240378737449646,0.568809986114502
Seq821,18.0,0.39174649119377136,0.3131541609764099,0.29509931802749634
Seq822,20.0,0.2788134217262268,0.2623211443424225,0.4588654935359955
Seq823,19.0,0.20635589957237244,0.2613780200481415,0.5322660803794861
Seq824,19.0,0.34070757031440735,0.28166472911834717,0.3776276111602783
Seq825,28.0,0.41626110672950745,0.26336219906806946,0.3203767240047455
Seq826,46.0,0.3837609589099884,0.3074190020561218,0.30882003903388977
Seq827,36.0,0.31561464071273804,0.2939235270023346,0.39046189188957214
Seq828,89.0,0.29909607768058777,0.28580018877983093,0.4151037633419037
Seq829,29.0,0.29722538590431213,0.41822949051856995,0.2845451533794403
Seq830,36.0,0.36228448152542114,0.2527981400489807,0.38491734862327576
Seq831,29.0,0.28132039308547974,0.22894150018692017,0.4897381365299225
Seq832,43.0,0.025020165368914604,0.31020399928092957,0.6647758483886719
Seq833,28.0,0.2734586000442505,0.2811872959136963,0.4453541040420532
Seq834,44.0,0.004258160479366779,0.2201310694217682,0.7756107449531555
Seq835,51.0,0.3094480633735657,0.30366912484169006,0.38688281178474426
Seq836,17.0,0.21452085673809052,0.2559252083301544,0.5295539498329163
Seq837,24.0,0.12772583961486816,0.3825330436229706,0.48974111676216125
Seq838,58.0,0.30802279710769653,0.36129966378211975,0.3306775689125061
Seq839,75.0,0.08642446994781494,0.29117387533187866,0.6224017143249512
Seq840,39.0,0.25446081161499023,0.3082740008831024,0.43726521730422974
Seq841,22.0,0.380081444978714,0.3088364601135254,0.311082124710083
Seq842,45.0,0.18101109564304352,0.22831302881240845,0.5906758904457092
Seq843,54.0,0.1789698302745819,0.3137839734554291,0.507246196269989
Seq844,41.0,0.33531653881073,0.24993379414081573,0.4147496521472931
Seq845,31.0,0.312686026096344,0.33270755410194397,0.35460638999938965
Seq846,21.0,0.3695336878299713,0.25647082924842834,0.37399548292160034
Seq847,12.0,0.2955482602119446,0.2698656916618347,0.4345860779285431
Seq848,28.0,0.35556459426879883,0.2661152184009552,0.37832021713256836
Seq849,29.0,0.3314495086669922,0.27836084365844727,0.39018967747688293
Seq850,22.0,0.23292136192321777,0.28054043650627136,0.4865381717681885
Seq851,18.0,0.3172976076602936,0.2632445991039276,0.4194578230381012
Seq852,42.0,0.3017064034938812,0.2720673382282257,0.42622628808021545
Seq853,31.0,0.29206153750419617,0.26597410440444946,0.44196435809135437
Seq854,28.0,0.1635083258152008,0.3044129014015198,0.532078742980957
Seq855,20.0,0.30253446102142334,0.29883110523223877,0.39863452315330505
Seq856,20.0,0.34697937965393066,0.24666540324687958,0.40635523200035095
Seq857,26.0,0.40759772062301636,0.31536346673965454,0.2770388424396515
Seq858,32.0,0.3711117208003998,0.32421258091926575,0.3046756684780121
Seq859,100.0,0.21815122663974762,0.3663874864578247,0.41546130180358887
Seq860,26.0,0.361052542924881,0.3072814643383026,0.331665962934494
Seq861,22.0,0.4648955464363098,0.2084018588066101,0.3267025649547577
Seq862,56.0,0.21700885891914368,0.34389597177505493,0.4390951991081238
Seq863,16.0,0.4758193790912628,0.2172454595565796,0.3069351315498352
Seq864,14.0,0.5036028027534485,0.19631041586399078,0.3000867962837219
Seq865,47.0,0.041171032935380936,0.2802116870880127,0.6786172986030579
Seq866,121.0,0.10626483708620071,0.3381246030330658,0.5556104779243469
Seq867,36.0,0.24233411252498627,0.4118196368217468,0.3458462059497833
Seq868,17.0,0.4130382239818573,0.3024730384349823,0.2844887673854828
Seq869,20.0,0.436723530292511,0.2828448712825775,0.2804316282272339
Seq870,31.0,0.2987772226333618,0.4001794755458832,0.3010432720184326
Seq871,13.0,0.4031485915184021,0.26074180006980896,0.33610957860946655
Seq872,29.0,0.3477083146572113,0.2776096761226654,0.3746819794178009
Seq873,19.0,0.5030727386474609,0.2694095969200134,0.22751757502555847
Seq874,41.0,0.3210090100765228,0.3616701066493988,0.31732088327407837
Seq875,13.0,0.31105875968933105,0.30548205971717834,0.3834592401981354
Seq876,84.0,0.04411989822983742,0.3552872836589813,0.6005927920341492
Seq877,121.0,0.1044258177280426,0.37587231397628784,0.5197018384933472
Seq878,25.0,0.38260602951049805,0.313387006521225,0.30400702357292175
Seq879,17.0,0.508156955242157,0.21411079168319702,0.2777322232723236
Seq880,42.0,0.40865960717201233,0.25121214985847473,0.34012818336486816
Seq881,34.0,0.2472229301929474,0.35141777992248535,0.4013592302799225
Seq882,45.0,0.05279015377163887,0.616878867149353,0.330331027507782
Seq883,27.0,0.41411933302879333,0.2379550337791443,0.34792566299438477
Seq884,106.0,0.0017085684230551124,0.25099512934684753,0.7472962141036987
Seq885,12.0,0.4709719717502594,0.19851912558078766,0.3305089771747589
Seq886,11.0,0.4949738681316376,0.2244795858860016,0.2805465757846832
Seq887,151.0,0.003907565027475357,0.17076461017131805,0.8253278136253357
Seq888,21.0,0.43245548009872437,0.23349063098430634,0.3340538442134857
Seq889,17.0,0.3033221364021301,0.3268148899078369,0.36986300349235535
Seq890,48.0,0.24670161306858063,0.3139912486076355,0.43930715322494507
Seq891,30.0,0.1815221905708313,0.24555541574954987,0.5729223489761353
Seq892,14.0,0.3311253488063812,0.31625258922576904,0.35262206196784973
Seq893,11.0,0.41348549723625183,0.32169196009635925,0.26482248306274414
Seq894,32.0,0.3425786793231964,0.32166603207588196,0.33575525879859924
Seq895,32.0,0.31421682238578796,0.3671770691871643,0.3186061382293701
Seq896,20.0,0.458925724029541,0.27062276005744934,0.27045148611068726
Seq897,54.0,0.3272703289985657,0.27243420481681824,0.4002954363822937
Seq898,27.0,0.35419899225234985,0.2659972906112671,0.37980371713638306
Seq899,28.0,0.42673516273498535,0.33093422651290894,0.2423306405544281
Seq900,17.0,0.1968614161014557,0.28972139954566956,0.5134172439575195
Seq901,40.0,0.40027090907096863,0.2014775425195694,0.3982515335083008
Seq902,20.0,0.25172895193099976,0.3138403296470642,0.4344307780265808
Seq903,19.0,0.3153611719608307,0.24760325253009796,0.43703556060791016
Seq904,20.0,0.3583301603794098,0.29344749450683594,0.3482223451137543
Seq905,88.0,0.0713779553771019,0.376035213470459,0.5525868535041809
Seq906,14.0,0.36485686898231506,0.26446786522865295,0.37067529559135437
Seq907,21.0,0.39432987570762634,0.2753256857395172,0.33034437894821167
Seq908,22.0,0.4450518488883972,0.3188953995704651,0.2360527515411377
Seq909,22.0,0.29330703616142273,0.2802666127681732,0.42642635107040405
Seq910,16.0,0.4479104280471802,0.23181748390197754,0.3202720284461975
Seq911,68.0,0.2870974838733673,0.31079670786857605,0.40210583806037903
Seq912,70.0,0.18081781268119812,0.4340702295303345,0.38511189818382263
Seq913,20.0,0.49830371141433716,0.24914366006851196,0.2525526285171509
Seq914,15.0,0.41531747579574585,0.3704898953437805,0.21419265866279602
Seq915,14.0,0.41416099667549133,0.30164334177970886,0.2841956615447998
Seq916,12.0,0.47051528096199036,0.30706480145454407,0.22241996228694916
Seq917,39.0,0.13686808943748474,0.5026867389678955,0.3604452311992645
Seq918,24.0,0.23833756148815155,0.2946922183036804,0.46697020530700684
Seq919,124.0,0.02565835416316986,0.3768918514251709,0.5974498391151428
Seq920,13.0,0.3746781647205353,0.31007519364356995,0.3152466118335724
Seq921,40.0,0.3984830379486084,0.2877742648124695,0.3137426972389221
Seq922,93.0,0.1416531503200531,0.31854909658432007,0.5397977232933044
Seq923,26.0,0.37705180048942566,0.2694011926651001,0.35354700684547424
Seq924,48.0,0.1171913668513298,0.34810763597488403,0.5347009897232056
Seq925,60.0,0.08214201033115387,0.40219229459762573,0.5156657695770264
Seq926,30.0,0.3380299210548401,0.2879621088504791,0.37400802969932556
Seq927,48.0,0.25583168864250183,0.4529504179954529,0.2912178933620453
Seq928,15.0,0.4027520418167114,0.24953745305538177,0.347710520029068
Seq929,26.0,0.36973774433135986,0.2912788987159729,0.33898329734802246
Seq930,18.0,0.23692484200000763,0.30587294697761536,0.4572022557258606
Seq931,17.0,0.5099705457687378,0.2671325206756592,0.22289696335792542
Seq932,27.0,0.39172571897506714,0.25201284885406494,0.3562614321708679
Seq933,21.0,0.23627270758152008,0.34517210721969604,0.4185551702976227
Seq934,14.0,0.2027548998594284,0.49844884872436523,0.29879626631736755
Seq935,15.0,0.4819878339767456,0.285581111907959,0.23243099451065063
Seq936,17.0,0.2707749307155609,0.2492096722126007,0.4800153374671936
Seq937,27.0,0.2899147570133209,0.30371683835983276,0.4063684642314911
Seq938,19.0,0.23250353336334229,0.46777263283729553,0.2997237741947174
Seq939,44.0,0.04619675502181053,0.3577634394168854,0.5960397720336914
Seq940,34.0,0.37825772166252136,0.24420571327209473,0.3775365650653839
Seq941,24.0,0.23673048615455627,0.26908889412879944,0.4941805899143219
Seq942,27.0,0.44129478931427,0.2586930990219116,0.30001211166381836
Seq943,18.0,0.4326046407222748,0.20308682322502136,0.36430853605270386
Seq944,27.0,0.2466118037700653,0.3750351667404175,0.3783530592918396
Seq945,67.0,0.1950453370809555,0.3202476501464844,0.4847069978713989
Seq946,34.0,0.17557941377162933,0.27572038769721985,0.548700213432312
Seq947,41.0,0.23852317035198212,0.3797687590122223,0.3817080855369568
Seq948,29.0,0.18147753179073334,0.30716797709465027,0.5113544464111328
Seq949,25.0,0.16578815877437592,0.33007267117500305,0.5041391849517822
Seq950,14.0,0.4007461369037628,0.38955649733543396,0.2096974104642868
Seq951,86.0,0.0963272750377655,0.4196178913116455,0.4840548038482666
Seq952,92.0,0.009409988299012184,0.19737452268600464,0.7932155132293701
Seq953,14.0,0.5146903395652771,0.23189763724803925,0.25341200828552246
Seq954,28.0,0.3009777069091797,0.36580416560173035,0.33321812748908997
Seq955,85.0,0.15736232697963715,0.3275531232357025,0.5150845050811768
Seq956,65.0,0.3850627839565277,0.35448169708251953,0.26045548915863037
Seq957,15.0,0.3947698771953583,0.3112659454345703,0.2939641773700714
Seq958,20.0,0.3643791973590851,0.31240105628967285,0.32321974635124207
Seq959,41.0,0.37833714485168457,0.28631535172462463,0.3353475034236908
Seq960,25.0,0.3554117977619171,0.29603278636932373,0.3485553562641144
Seq961,60.0,0.1369689255952835,0.34137311577796936,0.5216580033302307
Seq962,63.0,0.21308410167694092,0.33000415563583374,0.4569118022918701
Seq963,13.0,0.3560642600059509,0.4056398272514343,0.23829595744609833
Seq964,22.0,0.32186558842658997,0.320206880569458,0.3579275608062744
Seq965,29.0,0.20262885093688965,0.3918445408344269,0.40552660822868347
Seq966,20.0,0.3693474233150482,0.2899479866027832,0.34070467948913574
Seq967,52.0,0.17466092109680176,0.3595215976238251,0.46581754088401794
Seq968,37.0,0.3098752200603485,0.353329062461853,0.33679571747779846
Seq969,35.0,0.26953914761543274,0.3284847140312195,0.4019761085510254
Seq970,28.0,0.25969117879867554,0.25061333179473877,0.4896954894065857
Seq971,158.0,0.037816599011421204,0.3726312220096588,0.5895522236824036
Seq972,48.0,0.3320086896419525,0.2776241898536682,0.39036715030670166
Seq973,82.0,0.029597939923405647,0.45812246203422546,0.5122795701026917
Seq974,31.0,0.2104025036096573,0.5277766585350037,0.26182085275650024
Seq975,38.0,0.2647682726383209,0.3641106188297272,0.37112119793891907
Seq976,27.0,0.3053140640258789,0.24997787177562714,0.44470804929733276
Seq977,24.0,0.3420482277870178,0.3549308776855469,0.3030209243297577
Seq978,15.0,0.3354152739048004,0.2360868752002716,0.4284977912902832
Seq979,20.0,0.28869742155075073,0.47634419798851013,0.23495836555957794
Seq980,36.0,0.27071112394332886,0.4279681444168091,0.30132073163986206
Seq981,18.0,0.3667146861553192,0.33522623777389526,0.2980591058731079
Seq982,15.0,0.39872410893440247,0.2609296441078186,0.34034624695777893
Seq983,42.0,0.07761116325855255,0.30650854110717773,0.6158802509307861
Seq984,15.0,0.3947873115539551,0.3285663425922394,0.2766464352607727
Seq985,32.0,0.30290505290031433,0.37471771240234375,0.3223772644996643
Seq986,43.0,0.18539679050445557,0.4966389834880829,0.31796425580978394
Seq987,24.0,0.3782295286655426,0.2641278803348541,0.35764259099960327
Seq988,74.0,0.02331714704632759,0.32251399755477905,0.6541689038276672
Seq989,99.0,0.026218563318252563,0.3632364273071289,0.6105450391769409
Seq990,15.0,0.33253490924835205,0.2652752101421356,0.40218988060951233
Seq991,69.0,0.23958003520965576,0.3343271315097809,0.4260927736759186
Seq992,60.0,0.17622362077236176,0.36691901087760925,0.4568573534488678
Seq993,51.0,0.2587732970714569,0.4201709032058716,0.3210558295249939
Seq994,25.0,0.24229228496551514,0.27377015352249146,0.4839375913143158
Seq995,20.0,0.2025621235370636,0.3149387538433075,0.4824991226196289
Seq996,24.0,0.3850882649421692,0.23266549408435822,0.382246196269989
Seq997,28.0,0.290091872215271,0.4708578288555145,0.23905034363269806
Seq998,33.0,0.12910495698451996,0.2860868275165558,0.5848081707954407
Seq999,17.0,0.2515760660171509,0.38566023111343384,0.36276376247406006
Seq1000,17.0,0.3777463734149933,0.24722740054130554,0.37502622604370117
Seq1001,34.0,0.4830596446990967,0.28777414560317993,0.2291662096977234
Seq1002,23.0,0.23383191227912903,0.271474689245224,0.49469345808029175
Seq1003,30.0,0.2278604954481125,0.28747132420539856,0.48466819524765015
Seq1004,46.0,0.20457881689071655,0.27380838990211487,0.5216127634048462
Seq1005,17.0,0.35979318618774414,0.2461748719215393,0.39403194189071655
Seq1006,25.0,0.44701483845710754,0.25320014357566833,0.2997850179672241
Seq1007,12.0,0.35954612493515015,0.3832133710384369,0.25724050402641296
Seq1008,31.0,0.4500527083873749,0.32971587777137756,0.22023139894008636
Seq1009,78.0,0.09228324145078659,0.3297799825668335,0.5779367685317993
Seq1010,37.0,0.28003183007240295,0.3444382846355438,0.375529944896698
Seq1011,23.0,0.16743604838848114,0.26658686995506287,0.5659770369529724
Seq1012,33.0,0.35149461030960083,0.37551456689834595,0.2729908227920532
Seq1013,25.0,0.1917417347431183,0.35078155994415283,0.45747673511505127
Seq1014,43.0,0.3331904709339142,0.24038444459438324,0.426425039768219
Seq1015,11.0,0.3668873906135559,0.3481827676296234,0.2849298417568207
Seq1016,24.0,0.3446488082408905,0.25955840945243835,0.3957928717136383
Seq1017,11.0,0.47393468022346497,0.19710253179073334,0.3289628028869629
Seq1018,40.0,0.18014751374721527,0.32603874802589417,0.49381375312805176
Seq1019,15.0,0.31809231638908386,0.2780212163925171,0.40388649702072144
Seq1020,44.0,0.22294627130031586,0.30028626322746277,0.4767673909664154
Seq1021,18.0,0.3822953701019287,0.26568540930747986,0.35201922059059143
Seq1022,38.0,0.18816952407360077,0.3709949553012848,0.44083553552627563
Seq1023,35.0,0.26516732573509216,0.3264572024345398,0.40837547183036804
Seq1024,20.0,0.2701402008533478,0.27152734994888306,0.458332359790802
Seq1025,31.0,0.23874282836914062,0.28083470463752747,0.4804225265979767
Seq1026,48.0,0.11706973612308502,0.27765122056007385,0.6052790284156799
Seq1027,25.0,0.3708125054836273,0.31324106454849243,0.3159463703632355
Seq1028,56.0,0.0862402468919754,0.09707028418779373,0.8166894912719727
Seq1029,40.0,0.31516677141189575,0.35958996415138245,0.3252433240413666
Seq1030,22.0,0.3675568103790283,0.30307793617248535,0.32936519384384155
Seq1031,20.0,0.4799700677394867,0.2476758360862732,0.27235403656959534
Seq1032,25.0,0.372345507144928,0.2608247995376587,0.36682969331741333
Seq1033,16.0,0.2938448488712311,0.49358707666397095,0.21256811916828156
Seq1034,14.0,0.45013654232025146,0.29609718918800354,0.253766268491745
Seq1035,56.0,0.030231710523366928,0.2721278965473175,0.6976403594017029
Seq1036,104.0,0.10305309295654297,0.3240234851837158,0.5729234218597412
Seq1037,12.0,0.40596407651901245,0.24228760600090027,0.3517482280731201
Seq1038,75.0,0.19909921288490295,0.2534123659133911,0.5474883913993835
Seq1039,11.0,0.35460954904556274,0.2872609794139862,0.35812944173812866
Seq1040,39.0,0.11057481914758682,0.27599355578422546,0.6134316325187683
Seq1041,19.0,0.2743724584579468,0.24967896938323975,0.4759485721588135
Seq1042,20.0,0.20082838833332062,0.26942193508148193,0.5297496914863586
Seq1043,34.0,0.15334539115428925,0.42171937227249146,0.4249352216720581
Seq1044,52.0,0.3770486116409302,0.28546762466430664,0.33748379349708557
Seq1045,47.0,0.23860777914524078,0.45666420459747314,0.3047280013561249
Seq1046,43.0,0.22948753833770752,0.37483295798301697,0.39567941427230835
Seq1047,18.0,0.4050888419151306,0.3659656047821045,0.2289455533027649
Seq1048,34.0,0.17420174181461334,0.27349457144737244,0.552303671836853
Seq1049,43.0,0.36292213201522827,0.2523702383041382,0.38470765948295593
Seq1050,82.0,0.0684262290596962,0.5165967345237732,0.4149770438671112
Seq1051,24.0,0.3269200325012207,0.3168264925479889,0.356253445148468
Seq1052,14.0,0.3444821834564209,0.2402961254119873,0.4152216613292694
Seq1053,13.0,0.35518553853034973,0.23757505416870117,0.4072393774986267
Seq1054,15.0,0.3999771177768707,0.25879162549972534,0.3412312865257263
Seq1055,21.0,0.5005877017974854,0.21518656611442566,0.284225732088089
Seq1056,48.0,0.026877431198954582,0.3499268889427185,0.6231956481933594
Seq1057,21.0,0.05532947555184364,0.29713863134384155,0.6475318670272827
Seq1058,11.0,0.42340028285980225,0.24349310994148254,0.3331066071987152
Seq1059,15.0,0.5014339089393616,0.21237367391586304,0.286192387342453
Seq1060,24.0,0.3996012210845947,0.2341909259557724,0.3662078380584717
Seq1061,30.0,0.2498171031475067,0.4285537004470825,0.3216291666030884
Seq1062,41.0,0.22043795883655548,0.3773948550224304,0.4021671712398529
Seq1063,49.0,0.326053261756897,0.3855117857456207,0.2884349524974823
Seq1064,39.0,0.28582099080085754,0.2952446937561035,0.41893434524536133
Seq1065,54.0,0.22344130277633667,0.46127474308013916,0.31528401374816895
Seq1066,47.0,0.03511684387922287,0.31146347522735596,0.6534196734428406
Seq1067,34.0,0.17462058365345,0.3584957420825958,0.46688365936279297
Seq1068,46.0,0.15981543064117432,0.40357521176338196,0.43660932779312134
Seq1069,36.0,0.14014233648777008,0.26936307549476624,0.5904945731163025
Seq1070,31.0,0.1020643338561058,0.3343134820461273,0.563622236251831
Seq1071,17.0,0.39435458183288574,0.2743792235851288,0.33126622438430786
Seq1072,29.0,0.37583205103874207,0.2718684673309326,0.3522994816303253
Seq1073,35.0,0.18759483098983765,0.403682678937912,0.40872249007225037
Seq1074,32.0,0.20568092167377472,0.29780611395835876,0.4965130090713501
Seq1075,35.0,0.1448771059513092,0.29851171374320984,0.556611180305481
Seq1076,25.0,0.3359677493572235,0.33686453104019165,0.3271677494049072
Seq1077,48.0,0.10333024710416794,0.330603688955307,0.5660660266876221
Seq1078,20.0,0.35800397396087646,0.2805342972278595,0.3614617586135864
Seq1079,17.0,0.31496667861938477,0.2412414848804474,0.44379186630249023
Seq1080,20.0,0.2574528753757477,0.2713882327079773,0.4711589515209198
Seq1081,39.0,0.4737870395183563,0.2534494698047638,0.27276352047920227
Seq1082,25.0,0.2794175446033478,0.34783390164375305,0.37274864315986633
Seq1083,23.0,0.22049374878406525,0.29560428857803345,0.4839020073413849
Seq1084,33.0,0.12632636725902557,0.31213727593421936,0.5615363121032715
Seq1085,52.0,0.34490326046943665,0.200123593211174,0.4549731910228729
Seq1086,33.0,0.2796732187271118,0.3132932782173157,0.4070335030555725
Seq1087,33.0,0.1444888859987259,0.3940916955471039,0.46141937375068665
Seq1088,43.0,0.2631605565547943,0.40673738718032837,0.33010202646255493
Seq1089,11.0,0.36503395438194275,0.24492581188678741,0.39004015922546387
Seq1090,13.0,0.23575063049793243,0.2558400332927704,0.508409321308136
Seq1091,55.0,0.4699244797229767,0.2209600806236267,0.3091154098510742
Seq1092,17.0,0.3292183578014374,0.2570473551750183,0.4137342572212219
Seq1093,17.0,0.4326022267341614,0.3405183255672455,0.22687943279743195
Seq1094,29.0,0.2954998016357422,0.2767043113708496,0.4277958571910858
Seq1095,34.0,0.43370407819747925,0.31388169527053833,0.2524142563343048
Seq1096,30.0,0.27430424094200134,0.23247908055782318,0.49321669340133667
Seq1097,78.0,0.39779865741729736,0.2617144286632538,0.3404868543148041
Seq1098,57.0,0.2250085324048996,0.37499669194221497,0.399994820356369
Seq1099,13.0,0.33132025599479675,0.2649137079715729,0.40376606583595276
Seq1100,30.0,0.31163302063941956,0.3214162290096283,0.36695075035095215
Seq1101,36.0,0.34175416827201843,0.378811776638031,0.27943408489227295
Seq1102,22.0,0.4214949607849121,0.3250335156917572,0.2534714937210083
Seq1103,64.0,0.11726567149162292,0.48711350560188293,0.39562085270881653
Seq1104,23.0,0.3564591109752655,0.3908243179321289,0.2527165412902832
Seq1105,43.0,0.19633963704109192,0.33616918325424194,0.4674912095069885
Seq1106,71.0,0.064890056848526,0.41898661851882935,0.5161232948303223
Seq1107,14.0,0.4613024592399597,0.2387232482433319,0.2999742925167084
Seq1108,23.0,0.44473332166671753,0.24526526033878326,0.310001403093338
Seq1109,21.0,0.41343575716018677,0.2898876667022705,0.2966766655445099
Seq1110,67.0,0.265122652053833,0.3764360249042511,0.3584413528442383
Seq1111,69.0,0.25562384724617004,0.3700834810733795,0.37429264187812805
Seq1112,78.0,0.15471094846725464,0.24204297363758087,0.6032461524009705
Seq1113,23.0,0.3676511347293854,0.24166882038116455,0.3906800150871277
Seq1114,25.0,0.3661365211009979,0.3715185523033142,0.26234492659568787
Seq1115,17.0,0.43657636642456055,0.24992957711219788,0.3134940564632416
Seq1116,11.0,0.33970212936401367,0.4038730561733246,0.2564248740673065
Seq1117,57.0,0.2631383538246155,0.3076612055301666,0.4292004108428955
Seq1118,78.0,0.054614946246147156,0.3472270965576172,0.5981579422950745
Seq1119,35.0,0.35674139857292175,0.3311035931110382,0.31215494871139526
Seq1120,34.0,0.19119854271411896,0.2922214865684509,0.5165799856185913
Seq1121,44.0,0.17874741554260254,0.34253159165382385,0.4787209928035736
Seq1122,27.0,0.3063257336616516,0.30380314588546753,0.38987115025520325
Seq1123,53.0,0.12867392599582672,0.44860899448394775,0.42271697521209717
Seq1124,35.0,0.39439821243286133,0.31219446659088135,0.29340729117393494
Seq1125,44.0,0.3023209571838379,0.3351430892944336,0.3625359535217285
Seq1126,63.0,0.14817310869693756,0.39031749963760376,0.4615093469619751
Seq1127,34.0,0.31453198194503784,0.303983598947525,0.38148441910743713
Seq1128,39.0,0.2669755518436432,0.2817099392414093,0.4513145089149475
Seq1129,22.0,0.40479809045791626,0.25231343507766724,0.3428884446620941
Seq1130,18.0,0.49723386764526367,0.24217833578586578,0.2605878412723541
Seq1131,49.0,0.04998905584216118,0.40455731749534607,0.5454536080360413
Seq1132,11.0,0.4093611538410187,0.32036253809928894,0.2702763080596924
Seq1133,23.0,0.3934413194656372,0.34384217858314514,0.26271650195121765
Seq1134,42.0,0.20075072348117828,0.28285178542137146,0.5163974761962891
Seq1135,23.0,0.31570756435394287,0.3515923321247101,0.33270007371902466
Seq1136,12.0,0.5513549447059631,0.2205769270658493,0.22806811332702637
Seq1137,43.0,0.3035525381565094,0.36349403858184814,0.33295342326164246
Seq1138,24.0,0.3973042964935303,0.24277205765247345,0.35992366075515747
Seq1139,17.0,0.3209242820739746,0.2552667260169983,0.4238089919090271
Seq1140,39.0,0.43926137685775757,0.2578990161418915,0.3028396666049957
Seq1141,14.0,0.3979417383670807,0.22200489044189453,0.3800533413887024
Seq1142,52.0,0.184965118765831,0.33904361724853516,0.4759911894798279
Seq1143,12.0,0.3839823007583618,0.2928338944911957,0.3231838047504425
Seq1144,13.0,0.3979491889476776,0.32592806220054626,0.2761227786540985
Seq1145,61.0,0.019037172198295593,0.41071388125419617,0.5702489018440247
Seq1146,21.0,0.3179842233657837,0.4243718683719635,0.2576439380645752
Seq1147,22.0,0.26279422640800476,0.24370205402374268,0.49350371956825256
Seq1148,27.0,0.3129664957523346,0.3426607847213745,0.3443727195262909
Seq1149,28.0,0.4245768189430237,0.21905624866485596,0.35636696219444275
Seq1150,30.0,0.270148903131485,0.338530570268631,0.39132052659988403
Seq1151,24.0,0.2115299552679062,0.3145151436328888,0.4739549458026886
Seq1152,50.0,0.11963008344173431,0.3513178527355194,0.5290520191192627
Seq1153,43.0,0.22204960882663727,0.43799421191215515,0.3399561941623688
Seq1154,19.0,0.44180768728256226,0.24358610808849335,0.314606249332428
Seq1155,38.0,0.38819852471351624,0.28048738837242126,0.3313141167163849
Seq1156,19.0,0.39554402232170105,0.3309531509876251,0.2735028564929962
Seq1157,31.0,0.2472687065601349,0.3120981752872467,0.4406331479549408
Seq1158,47.0,0.42889100313186646,0.254790723323822,0.31631821393966675
Seq1159,18.0,0.3289646506309509,0.3059083819389343,0.36512699723243713
Seq1160,87.0,0.1512935310602188,0.2683189809322357,0.5803874731063843
Seq1161,15.0,0.5058549046516418,0.2354511022567749,0.25869402289390564
Seq1162,32.0,0.09852158278226852,0.28555363416671753,0.6159248352050781
Seq1163,12.0,0.3722354769706726,0.3532286584377289,0.2745358645915985
Seq1164,31.0,0.41439926624298096,0.2713412940502167,0.31425949931144714
